avg_throughput,min_throughput,std_throughput,low_tp_count,low_tp_ratio,avg_throughput_low_tp,consecutive_low_tp_max,max_speed,pct_speed_above_40,avg_speed_low_tp,max_speed_low_tp,num_unique_serving_pci,handover_count,handover_rate,handover_count_low_tp,avg_rsrp,min_rsrp,avg_rsrp_low_tp,avg_sinr,min_sinr,avg_sinr_low_tp,avg_rb,min_rb,avg_rb_low_tp,min_rb_low_tp,pct_rb_below_160,avg_neighbor_advantage,max_neighbor_advantage,neighbor_stronger_ratio,avg_close_neighbor_count,overlap_ratio,same_mod30_exists,same_mod30_count,same_mod30_ratio,avg_serving_tilt,max_serving_tilt,avg_serving_beamwidth,avg_serving_height,avg_serving_distance_km,max_serving_distance_km,pct_distance_gt_1km,avg_distance_low_tp,answer
847.792,334.0,407.16306891028864,4,0.4,424.7125,4,33,0.0,12.75,19.0,3,2,0.2222222222222222,0,-79.35499999999999,-88.21,-83.2825,12.058,1.81,6.85,207.317,195.26,206.62,195.26,0.0,-8.667,1.0900000000000034,0.2,0.2,0.2,0,0,0.0,13.2,14,6.0,14.88,1.1225987115420224,2.774421046144371,0.4,2.7716715061221655,C2
850.051,388.58,345.21185696290587,4,0.4,470.3825,4,33,0.0,12.75,22.0,2,1,0.1111111111111111,1,-83.542,-87.98,-83.6775,11.216999999999999,6.35,11.9225,208.42999999999998,198.41,210.83,210.44,0.0,-10.764000000000003,-5.210000000000008,0.0,0.0,0.0,0,0,0.0,27.8,53,6.0,27.839999999999996,0.04780354025469811,0.06857663843041528,0.0,0.04440068402490242,C1
671.7389999999999,258.08,295.0712995362307,4,0.4,338.52250000000004,4,36,0.0,16.0,26.0,3,2,0.2222222222222222,0,-86.614,-89.4,-87.695,21.240000000000002,19.91,20.927500000000002,204.14499999999998,186.76,203.30249999999998,186.76,0.0,-19.454,-16.299999999999997,0.0,0.0,0.0,1,7,0.7,18.7,27,8.4,32.4,0.7691400452741659,1.6984077562606532,0.4,1.6984077562606532,C2
921.43,407.35,399.562307809711,4,0.4,459.8275,4,32,0.0,8.75,30.0,3,2,0.2222222222222222,0,-84.998,-89.4,-86.02250000000001,10.697999999999997,8.44,9.385,207.85999999999999,200.28,208.9675,206.48,0.0,-13.044999999999998,-7.489999999999995,0.0,0.0,0.0,0,0,0.0,12.2,27,6.0,25.54,1.2953690247860767,2.976701246302533,0.4,2.957331054462574,C2
789.406,319.87,366.988478117653,4,0.4,404.2275,4,32,0.0,22.75,32.0,2,3,0.3333333333333333,3,-78.51599999999999,-85.45,-81.2725,10.008,3.9,8.0075,195.452,178.59,193.64000000000001,183.63,0.0,-7.187999999999998,4.730000000000004,0.3,0.2,0.2,0,0,0.0,14.0,26,15.5,11.75,0.19236371889406997,0.26311486537665923,0.0,0.1838514223461523,C5
742.5449999999998,142.13,403.83712892011863,4,0.4,289.185,4,34,0.0,21.0,25.0,2,1,0.1111111111111111,1,-82.035,-88.85,-82.9125,8.22,1.21,6.467500000000001,161.96999999999997,97.225,103.29749999999999,97.225,0.4,-5.132000000000003,5.6499999999999915,0.2,0.1,0.1,0,0,0.0,13.5,21,6.0,21.65,0.23967844565546564,0.3197359360147685,0.0,0.23950635444107155,C8
674.0049999999999,343.93,266.25822584058835,4,0.4,369.1425,4,36,0.0,17.75,21.0,2,1,0.1111111111111111,1,-84.925,-88.1,-86.5675,10.938999999999998,9.52,9.979999999999999,203.83100000000002,196.42,204.345,200.39,0.0,-8.095,-2.1899999999999977,0.0,0.4,0.4,0,0,0.0,7.5,8,6.0,17.0,0.1538978833453154,0.21206788733013274,0.0,0.14615068605405296,C4
702.967,336.89,297.4271177971355,4,0.4,400.95,4,37,0.0,28.0,37.0,3,2,0.2222222222222222,0,-78.654,-89.92,-80.905,11.049,2.58,12.675,207.08799999999997,195.99,207.445,200.15,0.0,-5.122999999999999,9.930000000000007,0.4,0.5,0.5,1,1,0.1,20.9,22,6.6,51.82000000000001,1.2739399733747159,3.0202843271547217,0.4,3.0157412058788493,C2
714.129,152.38,417.3112497471828,4,0.4,263.0075,4,39,0.0,10.25,30.0,2,1,0.1111111111111111,1,-83.011,-88.77,-84.7175,17.356,12.38,14.7925,164.719,93.52,99.46,93.52,0.4,-6.305,5.670000000000002,0.1,0.0,0.0,0,0,0.0,14.6,23,8.4,34.0,0.12693733846955693,0.19609258437978905,0.0,0.13909334973756493,C8
1010.7850000000001,474.8,408.42493384137714,4,0.4,547.6999999999999,4,37,0.0,20.5,28.0,2,1,0.1111111111111111,1,-85.281,-87.63,-86.6825,7.62,4.73,7.797500000000001,166.42149999999998,103.91,104.25875,103.91,0.4,-1.438000000000001,0.5900000000000034,0.2,0.7,0.7,0,0,0.0,12.3,13,10.2,24.0,0.03252818332903792,0.04095420767511371,0.0,0.034434725690205566,C8
634.8619999999999,270.69,291.9964988678993,4,0.4,335.22749999999996,4,36,0.0,18.25,36.0,2,1,0.1111111111111111,1,-87.88900000000001,-92.69,-88.11000000000001,22.399000000000004,21.48,22.2325,198.663,182.99,199.03500000000003,195.74,0.0,-19.48,-16.659999999999997,0.0,0.0,0.0,1,4,0.4,20.0,29,6.0,51.82000000000001,0.16627940811029623,0.20726470952300177,0.0,0.16278781295767483,C1
788.018,400.74,326.3525593178845,4,0.4,426.7725,4,34,0.0,15.0,34.0,2,1,0.1111111111111111,1,-84.764,-89.35,-86.26,10.193,6.94,9.135000000000002,168.41400000000002,104.9,105.14250000000001,104.9,0.4,-9.776,-3.3699999999999903,0.0,0.0,0.0,0,0,0.0,11.4,21,6.0,20.8,0.22799970311974324,0.3265373403643527,0.0,0.24588664470941385,C8
590.856,215.69,253.58093273921224,4,0.4,360.02250000000004,4,33,0.0,13.25,32.0,2,1,0.1111111111111111,1,-86.477,-88.75,-87.725,12.978,11.49,13.945,196.647,185.2,195.8775,190.77,0.0,-10.706,-2.4299999999999926,0.0,0.1,0.1,0,0,0.0,20.8,26,6.0,40.98,0.08490678786992278,0.10520149889684365,0.0,0.08828923970774294,C3
776.6229999999999,350.59,373.46923952017494,4,0.4,396.07249999999993,4,38,0.0,14.75,26.0,2,3,0.3333333333333333,3,-79.69800000000001,-86.09,-81.2025,13.366,8.77,11.64,209.474,198.61,206.97,198.61,0.0,-11.583,1.7000000000000028,0.1,0.1,0.1,0,0,0.0,11.0,11,6.0,23.43,0.1418031905325214,0.16588177067774215,0.0,0.14931571050897216,C5
1080.766,571.78,432.5226843428112,3,0.3,578.4799999999999,3,74,0.4,54.666666666666664,74.0,2,1,0.1111111111111111,1,-80.345,-88.38,-84.17,22.522,14.22,19.373333333333335,211.004,210.27,211.10333333333332,211.02,0.0,-19.907999999999998,-16.180000000000007,0.0,0.0,0.0,0,0,0.0,20.0,26,6.0,27.859999999999996,0.03495076514128539,0.05210531362951667,0.0,0.038795996956113014,C7
746.006,330.82,341.91782798405427,4,0.4,362.59,4,30,0.0,19.0,29.0,2,1,0.1111111111111111,1,-84.96000000000001,-87.13,-84.73249999999999,0.41900000000000004,-1.6800000000000002,0.010000000000000009,207.131,189.96,210.02249999999998,209.2,0.0,-4.183,-1.0100000000000051,0.0,0.2,0.2,1,10,1.0,5.0,5,6.0,5.0,0.06407174023239356,0.06447463181136862,0.0,0.06425367047514238,C6
737.7169999999999,348.3,315.91234005830023,4,0.4,376.985,4,29,0.0,14.5,22.0,3,2,0.2222222222222222,0,-82.81000000000002,-89.13,-85.8425,6.978,2.74,4.657500000000001,210.53699999999998,205.11,211.21749999999997,211.18,0.0,-8.029,0.10999999999999943,0.1,0.2,0.2,0,0,0.0,9.3,21,6.0,23.169999999999998,1.2762476676597374,2.828376626494663,0.4,2.828376626494663,C2
939.314,450.87,394.4740244145079,4,0.4,483.9025,4,71,0.4,57.5,71.0,2,1,0.1111111111111111,1,-84.784,-87.34,-86.5,18.005999999999997,16.23,17.810000000000002,211.21599999999998,210.81,211.17499999999998,210.91,0.0,-2.653,1.2800000000000011,0.2,0.5,0.5,0,0,0.0,11.0,11,6.0,16.98,0.07779549950205546,0.08046428952606752,0.0,0.07774111371386798,C7
655.173,264.49,261.54490084241115,4,0.4,380.1525,4,39,0.0,28.0,39.0,2,1,0.1111111111111111,1,-82.871,-88.89,-84.05,12.325,8.43,11.649999999999999,197.706,171.17,194.33999999999997,171.17,0.0,-3.604999999999997,1.6099999999999994,0.1,0.5,0.5,0,0,0.0,19.5,25,9.0,26.0,0.055391116011945976,0.14613446584437587,0.0,0.06851571460953454,C3
734.1739999999999,341.75,333.991025268644,4,0.4,373.1025,4,74,0.4,67.0,74.0,2,1,0.1111111111111111,1,-87.753,-89.48,-87.485,20.266,20.05,20.155,208.92200000000003,193.0,210.5075,209.98,0.0,-18.237,-15.829999999999998,0.0,0.0,0.0,0,0,0.0,13.0,21,6.0,21.65,0.27506693837272367,0.3583105058965933,0.0,0.27506693837272367,C7
670.0609999999999,198.27,351.5961154332877,4,0.4,265.895,4,36,0.0,13.75,19.0,2,1,0.1111111111111111,1,-81.04,-87.23,-84.45,8.307,2.87,4.2775,209.51099999999997,207.41,208.95250000000001,207.41,0.0,-4.227999999999999,5.180000000000007,0.1,0.6,0.5,0,0,0.0,11.0,11,6.0,28.770000000000003,0.14363635780760334,0.16584308872931303,0.0,0.15627603530438236,C4
652.0829999999999,326.91,266.1774161490373,4,0.4,345.76000000000005,4,33,0.0,23.0,33.0,3,2,0.2222222222222222,0,-87.30199999999999,-89.36,-86.42750000000001,24.238000000000007,23.51,24.01,204.633,198.74,204.52500000000003,201.3,0.0,-21.916000000000004,-18.340000000000003,0.0,0.0,0.0,1,8,0.8,20.0,27,8.4,32.58,0.7537468674932358,1.6984077562606532,0.4,1.6984077562606532,C2
595.4300000000001,257.52,249.00099950714167,4,0.4,352.455,4,38,0.0,24.75,37.0,2,1,0.1111111111111111,1,-82.369,-89.58,-85.675,3.7729999999999997,-4.13,1.0050000000000001,201.16500000000002,174.8,197.95,179.42,0.0,-3.6229999999999976,6.359999999999999,0.4,0.3,0.3,0,0,0.0,27.5,53,9.0,30.5,0.1830422512698689,0.24526172054986642,0.0,0.183353167276325,C3
635.219,296.29,235.38316103512776,4,0.4,376.07000000000005,4,38,0.0,28.25,38.0,2,1,0.1111111111111111,1,-77.54400000000001,-87.78,-78.60499999999999,3.404,-3.25,1.9,192.57800000000003,182.3,186.41750000000002,182.74,0.0,-1.2749999999999957,9.980000000000004,0.2,0.7,0.7,0,0,0.0,16.6,25,6.0,43.56,0.08745416637856984,0.12237886186438567,0.0,0.08910067714226741,C3
930.5,454.09,398.28035792781833,4,0.4,470.075,4,37,0.0,15.0,29.0,3,2,0.2222222222222222,0,-85.97200000000001,-89.88,-86.535,15.074000000000002,12.47,14.7225,210.63900000000004,208.59,210.5175,208.59,0.0,-13.532,-9.340000000000003,0.0,0.0,0.0,0,0,0.0,14.4,26,8.4,25.98,1.2576649444869823,3.101268245336672,0.4,3.101268245336672,C2
640.596,273.54,324.0180106173798,4,0.4,313.93,4,35,0.0,11.5,22.0,2,1,0.1111111111111111,1,-85.07600000000001,-88.35,-85.4025,24.087,21.53,23.0275,197.23999999999998,161.17,190.5075,161.17,0.0,-13.317000000000002,-2.0200000000000102,0.0,0.4,0.4,1,7,0.7,23.1,27,6.0,52.36,0.12827937664147687,0.20726470952300177,0.0,0.14927835255656485,C4
641.0419999999999,213.28,380.26837624674147,4,0.4,240.24499999999998,4,76,0.4,59.25,76.0,2,1,0.1111111111111111,1,-81.896,-85.77,-83.05749999999999,5.776000000000001,0.55,3.64,202.37899999999996,189.37,196.555,189.37,0.0,-2.650999999999999,4.060000000000002,0.3,0.7,0.6,0,0,0.0,8.0,8,6.0,19.78,0.20276847593967165,0.3059981553131123,0.0,0.2192133202493928,C7
746.006,330.82,341.91782798405427,4,0.4,362.59,4,69,0.4,59.0,69.0,2,1,0.1111111111111111,1,-84.96000000000001,-87.13,-84.73249999999999,0.41900000000000004,-1.6800000000000002,0.010000000000000009,207.131,189.96,210.02249999999998,209.2,0.0,-4.436999999999999,-1.0100000000000051,0.0,0.2,0.2,0,0,0.0,10.4,14,6.0,5.0,0.06743981468820141,0.07294707543291434,0.0,0.06587646890296109,C7
791.1919999999999,308.36,340.8722329162839,4,0.4,416.645,4,37,0.0,14.0,26.0,3,2,0.2222222222222222,0,-83.902,-87.7,-85.0175,18.669000000000004,11.99,16.8825,205.76999999999998,192.17,204.67999999999998,192.17,0.0,-14.152000000000001,-3.1199999999999903,0.0,0.0,0.0,0,0,0.0,17.8,25,6.0,51.85,1.1427962461315384,2.6696913865471665,0.4,2.663024422750771,C2
562.341,257.35,230.67841783410177,4,0.4,303.09499999999997,4,79,0.4,60.75,79.0,2,1,0.1111111111111111,1,-87.018,-88.73,-87.47,20.55,18.82,19.6475,199.74,178.45,204.3525,202.74,0.0,-16.758000000000003,-13.219999999999999,0.0,0.0,0.0,1,7,0.7,23.1,27,6.0,52.36,0.1264935341080588,0.20726736707883825,0.0,0.14957177209971007,C7
630.3810000000001,212.76,278.89404027137067,4,0.4,369.6625,4,39,0.0,16.0,33.0,2,1,0.1111111111111111,1,-86.93900000000001,-89.34,-87.78,20.147,19.13,19.8625,206.685,202.83,207.855,205.8,0.0,-12.331000000000003,-2.4000000000000057,0.0,0.2,0.2,1,3,0.3,17.9,27,6.0,51.64000000000001,0.1778766795035836,0.20726470952300177,0.0,0.16278781295767483,C3
888.9289999999999,378.41,409.6541213552395,4,0.4,428.29,4,58,0.4,54.5,58.0,2,1,0.1111111111111111,1,-77.45200000000001,-86.87,-80.5375,20.731,10.85,16.07,210.606,210.03,210.45749999999998,210.03,0.0,-18.023000000000003,-7.22999999999999,0.0,0.0,0.0,0,0,0.0,7.4,8,6.0,16.720000000000002,0.13559991942358843,0.14101621039906015,0.0,0.13768796387628043,C7
946.0870000000001,346.86,477.2666839421238,4,0.4,425.385,4,75,0.4,61.0,75.0,2,1,0.1111111111111111,1,-82.13699999999999,-88.7,-83.6125,15.141,9.18,11.395,203.58499999999998,190.73,202.725,194.14,0.0,-9.113000000000001,2.8900000000000006,0.2,0.2,0.2,0,0,0.0,19.4,23,9.6,28.2,0.051716836245607065,0.05805857340519032,0.0,0.049791858420814766,C7
